,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
1880,A21339,We should ban cosmetic surgery for minors,against,there are conditions where there is a functional impairment such as a deviated septum or cleft palate where surgery is necessary for functional and aesthetic reasons,there are conditions where there is a functional impairment such as a deviated septum or cleft palate where surgery is necessary for functional and aesthetic reasons against We should ban cosmetic surgery for minors,"['Security: personal', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6393,A26039,Social media brings more harm than good,in favor of,cyber bullying continues to be an unresolved issue as well as vulnerability to lack of privacy.,cyber bullying continues to be an unresolved issue as well as vulnerability to lack of privacy. in favor of Social media brings more harm than good,"['Self-direction: action', 'Security: personal', 'Security: societal', 'Conformity: rules', 'Conformity: interpersonal']",0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
982,A18449,We should adopt libertarianism,in favor of,libertarians are more fair than other politicians.,libertarians are more fair than other politicians. in favor of We should adopt libertarianism,"['Security: personal', 'Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1373,A20053,We should limit executive compensation,in favor of,we should limit executive compensation because it only helps the rich,we should limit executive compensation because it only helps the rich in favor of We should limit executive compensation,"['Achievement', 'Power: resources', 'Security: personal', 'Universalism: concern']",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5768,A20130,We should abandon television,in favor of,television encourages people to be lazy and as a consequence they put on weight.,television encourages people to be lazy and as a consequence they put on weight. in favor of We should abandon television,"['Security: personal', 'Conformity: rules']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2177,A22280,We should oppose collectivism,in favor of,collectivism goes directly against the rights of individuals. individual freedom is what this country was founded on. it is rights violative to put the majority above individuals.,collectivism goes directly against the rights of individuals. individual freedom is what this country was founded on. it is rights violative to put the majority above individuals. in favor of We should oppose collectivism,"['Self-direction: thought', 'Self-direction: action', 'Tradition', 'Universalism: tolerance', 'Universalism: objectivity']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3706,A28041,We should stop the development of autonomous cars,in favor of,these cars are prone to hacking like any other tech and can put millions of lives at risk,these cars are prone to hacking like any other tech and can put millions of lives at risk in favor of We should stop the development of autonomous cars,"['Security: personal', 'Security: societal', 'Conformity: rules']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
4442,A30216,We should adopt a zero-tolerance policy in schools,in favor of,zero-tolerance policy should be adopted to teach children disciplined and to help prepare them for a life where rules apply.,zero-tolerance policy should be adopted to teach children disciplined and to help prepare them for a life where rules apply. in favor of We should adopt a zero-tolerance policy in schools,"['Achievement', 'Conformity: rules']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2323,A23002,We should abolish zoos,against,we should not abolish zoos because it makes it so people can see animals that they may not otherwise be able to see due to their location.,we should not abolish zoos because it makes it so people can see animals that they may not otherwise be able to see due to their location. against We should abolish zoos,"['Stimulation', 'Hedonism']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,A20317,We should subsidize Wikipedia,against,wikipedia is a private entity and is responsible for their own costs,wikipedia is a private entity and is responsible for their own costs against We should subsidize Wikipedia,"['Self-direction: action', 'Security: personal', 'Benevolence: dependability', 'Universalism: concern']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
5934,A21383,The use of public defenders should be mandatory,against,if someone wants to defend themselves that is their right,if someone wants to defend themselves that is their right against The use of public defenders should be mandatory,"['Self-direction: action', 'Universalism: concern', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2574,A23394,We should cancel pride parades,against,pride parades should be permitted because all people should be allowed to celebrate what they believe in.,pride parades should be permitted because all people should be allowed to celebrate what they believe in. against We should cancel pride parades,"['Self-direction: action', 'Security: personal', 'Universalism: concern', 'Universalism: tolerance']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
5435,A12152,Homeschooling should be banned,against,home education is equal to or better than in institutions,home education is equal to or better than in institutions against Homeschooling should be banned,"['Achievement', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6250,A24367,Entrapment should be legalized,in favor of,entrapment should be considered as legal as giving huge benefit for safe and secure society.,entrapment should be considered as legal as giving huge benefit for safe and secure society. in favor of Entrapment should be legalized,"['Security: societal', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
509,A12315,We should adopt a zero-tolerance policy in schools,against,as americans we are granted the right of due process. sometimes there are extenuating circumstances that must be taken into account.,as americans we are granted the right of due process. sometimes there are extenuating circumstances that must be taken into account. against We should adopt a zero-tolerance policy in schools,"['Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
2684,A24056,We should adopt gender-neutral language,in favor of,if everything was gender neutral it would make everyone equal.,if everything was gender neutral it would make everyone equal. in favor of We should adopt gender-neutral language,['Universalism: concern'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6531,A27495,The vow of celibacy should be abandoned,in favor of,vowing to be celibate doesn't ensure that someone will keep that vow because he or she are the only ones who will know that it has been kept,vowing to be celibate doesn't ensure that someone will keep that vow because he or she are the only ones who will know that it has been kept in favor of The vow of celibacy should be abandoned,"['Self-direction: action', 'Conformity: rules', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: tolerance']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
3027,A25085,We should legalize organ trade,against,this could result in that only people with more money would have access to those bodies,this could result in that only people with more money would have access to those bodies against We should legalize organ trade,"['Security: societal', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
263,A09061,We should adopt atheism,against,freedom to choose what someone believes in is a right,freedom to choose what someone believes in is a right against We should adopt atheism,"['Self-direction: thought', 'Self-direction: action', 'Universalism: concern']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4731,D03059,Triple Talaq should be abolished,in favor of,"Triple Talaq does not follow Quranic guidelines of discussion, arbitration to settle disputes, witnesses to divorce, the specified time period to reconcile, or even a genuine attempt to resolve differences.","Triple Talaq does not follow Quranic guidelines of discussion, arbitration to settle disputes, witnesses to divorce, the specified time period to reconcile, or even a genuine attempt to resolve differences. in favor of Triple Talaq should be abolished","['Conformity: rules', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2260,A22412,We should ban cosmetic surgery,in favor of,it can do more harm than good. it has ruined people's looks for life and thus ruined people's lives.,it can do more harm than good. it has ruined people's looks for life and thus ruined people's lives. in favor of We should ban cosmetic surgery,"['Security: personal', 'Conformity: rules', 'Humility']",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
4958,E04064,Asylum seekers should only be able to file asylum applications from their home or neighboring country.,in favor of,If asylum applications are filed from abroad the security risks for asylum seekers are greatly reduced.,If asylum applications are filed from abroad the security risks for asylum seekers are greatly reduced. in favor of Asylum seekers should only be able to file asylum applications from their home or neighboring country.,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5176,E06095,"All workers and unemployed should have access to social protection, including young people",in favor of,"I agree. Young people should have a voice in policymaking. Regulation needs to reduce forms of precarious work.  It is time to expand collective bargaining coverage to all forms of work. It is essential to introduce a right to decent housing and policies capping rents and limiting property market speculation. we urgently need investment to achieve this. Youth is the future, we have to take care of it.","I agree. Young people should have a voice in policymaking. Regulation needs to reduce forms of precarious work.  It is time to expand collective bargaining coverage to all forms of work. It is essential to introduce a right to decent housing and policies capping rents and limiting property market speculation. we urgently need investment to achieve this. Youth is the future, we have to take care of it. in favor of All workers and unemployed should have access to social protection, including young people","['Achievement', 'Power: dominance', 'Security: personal', 'Benevolence: caring', 'Universalism: tolerance']",0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3520,A27247,We should fight for the abolition of nuclear weapons,in favor of,by ridding the world of nuclear weapons we do not have to worry about nuclear accidents or mistakes.,by ridding the world of nuclear weapons we do not have to worry about nuclear accidents or mistakes. in favor of We should fight for the abolition of nuclear weapons,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4087,A29134,We should limit judicial activism,against,judicial activism allows poorly or misconceived legislation to be reconsidered,judicial activism allows poorly or misconceived legislation to be reconsidered against We should limit judicial activism,"['Self-direction: thought', 'Achievement', 'Universalism: concern', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1452,A20179,We should ban whaling,in favor of,whaling is damaging to whale populations as well as other species of fish.,whaling is damaging to whale populations as well as other species of fish. in favor of We should ban whaling,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2398,A23114,We should ban private military companies,in favor of,private military companies only exist to continue and profit from warfare. their operations are immoral and unlawful.,private military companies only exist to continue and profit from warfare. their operations are immoral and unlawful. in favor of We should ban private military companies,"['Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5762,A20103,We should abandon television,against,many people still rely on television as a source of news and entertainment,many people still rely on television as a source of news and entertainment against We should abandon television,"['Self-direction: thought', 'Stimulation', 'Hedonism', 'Universalism: objectivity']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5152,E06058,The EU should enforce minority protection,in favor of,"It seems that the EU is much more concerned with the rights of sexual minorities than with ethnic minorities. This is a universal problem for all ethnic minorities in the EU.  Outside the EU, there are even more severe problems. Ukraine, for instance, forces kids to study in Ukrainian, refusing them and their parents the right to receive an education in the language they choose. Seems utterly barbaric in the 21st century, but the EU does nothing about this, despite the influence it holds over Kyiv. ","It seems that the EU is much more concerned with the rights of sexual minorities than with ethnic minorities. This is a universal problem for all ethnic minorities in the EU.  Outside the EU, there are even more severe problems. Ukraine, for instance, forces kids to study in Ukrainian, refusing them and their parents the right to receive an education in the language they choose. Seems utterly barbaric in the 21st century, but the EU does nothing about this, despite the influence it holds over Kyiv.  in favor of The EU should enforce minority protection","['Self-direction: action', 'Security: personal', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern']",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
5163,E06077,Ideology should be aimed at popularizing the best human qualities and stopping everything that is directed against a human,in favor of,"Aggression, division, and violence we see in mass media should be stopped. Only the best human qualities should be promoted, this way we will raise a generation of kind, caring, and responsible people.","Aggression, division, and violence we see in mass media should be stopped. Only the best human qualities should be promoted, this way we will raise a generation of kind, caring, and responsible people. in favor of Ideology should be aimed at popularizing the best human qualities and stopping everything that is directed against a human","['Conformity: rules', 'Conformity: interpersonal', 'Benevolence: caring', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
5771,A20146,Entrapment should be legalized,in favor of,"if entrapment can be used to get criminals off the streets, why should it be banned?","if entrapment can be used to get criminals off the streets, why should it be banned? in favor of Entrapment should be legalized","['Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5928,A21347,Foster care brings more harm than good,in favor of,Foster care brings more harm than good because you do not know who the foster parents really are. They may be nice people in front of you but behind close door no one knows.,Foster care brings more harm than good because you do not know who the foster parents really are. They may be nice people in front of you but behind close door no one knows. in favor of Foster care brings more harm than good,"['Security: personal', 'Conformity: rules', 'Benevolence: caring', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
5369,A07083,Homeschooling should be banned,in favor of,children have a right to education and ignorant parents that think they are more qualified than they are should not have tyranny over that right,children have a right to education and ignorant parents that think they are more qualified than they are should not have tyranny over that right in favor of Homeschooling should be banned,"['Achievement', 'Security: societal', 'Conformity: rules']",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
642,A13020,We should abolish safe spaces,in favor of,safe spaces prevent people from challenging ideas different than their own.,safe spaces prevent people from challenging ideas different than their own. in favor of We should abolish safe spaces,"['Self-direction: thought', 'Achievement']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,A12005,We should fight for the abolition of nuclear weapons,in favor of,"There is no justification for mass destruction. Therefore, nuclear weapons are inherently immoral. Same as private persons should not be able to own assault weapons, the states should be barred from creating and owning nuclear weapons.","There is no justification for mass destruction. Therefore, nuclear weapons are inherently immoral. Same as private persons should not be able to own assault weapons, the states should be barred from creating and owning nuclear weapons. in favor of We should fight for the abolition of nuclear weapons","['Security: societal', 'Conformity: rules', 'Humility', 'Benevolence: caring', 'Universalism: concern', 'Universalism: nature', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1
5786,A20199,Entrapment should be legalized,in favor of,sometimes the only way to catch a criminal is by entrapment.  in these cases entrapment should be legal.,sometimes the only way to catch a criminal is by entrapment.  in these cases entrapment should be legal. in favor of Entrapment should be legalized,"['Achievement', 'Security: societal', 'Conformity: rules']",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
50,A04007,We should prohibit school prayer,against,allowing children to pray and take some quiet time in school can be beneficial for their mental health.,allowing children to pray and take some quiet time in school can be beneficial for their mental health. against We should prohibit school prayer,"['Security: personal', 'Tradition']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5706,A19343,Social media brings more harm than good,in favor of,"social media allows its user base to hide behind a computer screen which enables them to act, do, and say things they would likely not do and shouldn't do,  in public.","social media allows its user base to hide behind a computer screen which enables them to act, do, and say things they would likely not do and shouldn't do,  in public. in favor of Social media brings more harm than good","['Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
245,A09030,We should abolish safe spaces,in favor of,people need to grow up and realise the world is a hard place,people need to grow up and realise the world is a hard place in favor of We should abolish safe spaces,"['Achievement', 'Humility', 'Benevolence: caring']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
733,A18068,We should oppose collectivism,in favor of,people should be able to work hard and reap the benefits of their labor. with collectivism you will always have some people doing most of the work and the lazy ones will benefit from it.,people should be able to work hard and reap the benefits of their labor. with collectivism you will always have some people doing most of the work and the lazy ones will benefit from it. in favor of We should oppose collectivism,"['Self-direction: action', 'Achievement', 'Power: resources', 'Face', 'Benevolence: dependability', 'Universalism: concern']",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
6208,A24211,Blockade of the Gaza Strip should be ended,against,the blockade of the gaza strip is a reasonable response to the crimes committed by hamas members.,the blockade of the gaza strip is a reasonable response to the crimes committed by hamas members. against Blockade of the Gaza Strip should be ended,"['Power: dominance', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2418,A23143,We should ban targeted killing,against,targeted killing is a tool to prevent mass injuries by taking out one particular target,targeted killing is a tool to prevent mass injuries by taking out one particular target against We should ban targeted killing,"['Achievement', 'Power: dominance', 'Security: societal', 'Universalism: concern']",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6906,D27018,MBAs do not make good business leaders,against,"The curriculum and the educational procedure in any MBA institutes lack hands-on practice over live projects in order to train them and give them a chance to work on their leadership skills. Instead of focussing on the technical aspects of business marketing, development of leadership along with interpersonal skills is extremely important.","The curriculum and the educational procedure in any MBA institutes lack hands-on practice over live projects in order to train them and give them a chance to work on their leadership skills. Instead of focussing on the technical aspects of business marketing, development of leadership along with interpersonal skills is extremely important. against MBAs do not make good business leaders",['Achievement'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,A20136,We should adopt atheism,in favor of,religion has caused many wars. if we did not have religion then these wars may be avoided.,religion has caused many wars. if we did not have religion then these wars may be avoided. in favor of We should adopt atheism,"['Security: societal', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
6142,A23367,Foster care brings more harm than good,against,foster care is open to children who have been lacking love from their parents. they are nurtured and given love by people who have a lot to offer,foster care is open to children who have been lacking love from their parents. they are nurtured and given love by people who have a lot to offer against Foster care brings more harm than good,['Benevolence: caring'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4728,D03056,Kids' reality shows should be banned,in favor of,"These days, many songs and dances in movies are not supposed to be seen by children. Singing and dancing to these obscene songs will exploit children’s innocence and creates confusion in their minds. ","These days, many songs and dances in movies are not supposed to be seen by children. Singing and dancing to these obscene songs will exploit children’s innocence and creates confusion in their minds.  in favor of Kids' reality shows should be banned","['Self-direction: thought', 'Conformity: rules', 'Benevolence: caring', 'Universalism: concern']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5680,A19216,Assisted suicide should be a criminal offence,in favor of,assisted suicide is heartless and inhumane,assisted suicide is heartless and inhumane in favor of Assisted suicide should be a criminal offence,"['Tradition', 'Benevolence: caring']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1862,A21307,We should prohibit school prayer,against,"school prayer should be allowed in schools, as long as students get the choice of whether or not they want to participate.","school prayer should be allowed in schools, as long as students get the choice of whether or not they want to participate. against We should prohibit school prayer","['Self-direction: thought', 'Self-direction: action', 'Tradition', 'Conformity: rules']",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1544,A20323,We should ban telemarketing,in favor of,telemarketing is an annoyance.  allowing people to bother you by calling unsolicited is a nuisance and should be eliminated.,telemarketing is an annoyance.  allowing people to bother you by calling unsolicited is a nuisance and should be eliminated. in favor of We should ban telemarketing,"['Self-direction: action', 'Security: personal', 'Conformity: interpersonal']",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6036,A22378,Surrogacy should be banned,in favor of,surrogacy contributes to emotional issues such as having to part with a child carried for nine months and then the possibility of post-partum depression enhanced with not having the child with them.,surrogacy contributes to emotional issues such as having to part with a child carried for nine months and then the possibility of post-partum depression enhanced with not having the child with them. in favor of Surrogacy should be banned,"['Security: personal', 'Tradition', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
5503,A12465,Intelligence tests bring more harm than good,in favor of,Intelligence tests bring more harm than good because they undermine self esteem for children with lower scores than their classmates.,Intelligence tests bring more harm than good because they undermine self esteem for children with lower scores than their classmates. in favor of Intelligence tests bring more harm than good,['Universalism: concern'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1803,A21219,We should abandon the use of school uniform,against,wearing uniforms decreases discrimination against children who do not have enough money to buy a lot of clothing,wearing uniforms decreases discrimination against children who do not have enough money to buy a lot of clothing against We should abandon the use of school uniform,"['Security: personal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2484,A23251,We should limit judicial activism,in favor of,judicial activism is dangerous in that it allows for personal opinion to possibly get in the way of true justice.  personal opinion clouding what is law should not be allowed.,judicial activism is dangerous in that it allows for personal opinion to possibly get in the way of true justice.  personal opinion clouding what is law should not be allowed. in favor of We should limit judicial activism,"['Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6087,A23120,Intelligence tests bring more harm than good,against,intelligence tests can determine which area an individual excels at so they can  take a path that will lead them to their greatest success,intelligence tests can determine which area an individual excels at so they can  take a path that will lead them to their greatest success against Intelligence tests bring more harm than good,"['Self-direction: thought', 'Achievement', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7170,E08013,We should shift the EU policy toward the Russian Federation,in favor of,"Including Russia in our sphere of friendship would allow the EU to discuss certain values from within and coax them toward democracy and change. Economic partnerships can act as leverage. Friendly ties, in time, will bring common views to prevail. ","Including Russia in our sphere of friendship would allow the EU to discuss certain values from within and coax them toward democracy and change. Economic partnerships can act as leverage. Friendly ties, in time, will bring common views to prevail.  in favor of We should shift the EU policy toward the Russian Federation","['Power: dominance', 'Security: personal', 'Universalism: tolerance']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2833,A24288,We should fight for the abolition of nuclear weapons,in favor of,"If nuclear weapons exist there will always be a risk of escalation to all out nuclear war which would literally destroy the world, so we must fight to abolish them.","If nuclear weapons exist there will always be a risk of escalation to all out nuclear war which would literally destroy the world, so we must fight to abolish them. in favor of We should fight for the abolition of nuclear weapons","['Security: societal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4751,D27030,US-Mexico border wall is a good thing,against,"There is a fairly good chance that the wall is never going to make it up. Projects like these take a large amount of time to complete and if in the next Presidential elections, any other person gets elected, there will be more chances of him/her stopping the construction of the wall.","There is a fairly good chance that the wall is never going to make it up. Projects like these take a large amount of time to complete and if in the next Presidential elections, any other person gets elected, there will be more chances of him/her stopping the construction of the wall. against US-Mexico border wall is a good thing",['Universalism: objectivity'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4250,A29414,We should fight for the abolition of nuclear weapons,in favor of,we should because they are extremely dangerous.,we should because they are extremely dangerous. in favor of We should fight for the abolition of nuclear weapons,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3523,A27250,We should ban targeted killing,against,we should not ban targeted killing as this is an effective way to extinguish terrorist threats etc and the use of drones helps to reduce civilian casualties.,we should not ban targeted killing as this is an effective way to extinguish terrorist threats etc and the use of drones helps to reduce civilian casualties. against We should ban targeted killing,"['Achievement', 'Security: societal', 'Universalism: concern']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6376,A25468,Assisted suicide should be a criminal offence,in favor of,suicide is never the answer and it is wrong,suicide is never the answer and it is wrong in favor of Assisted suicide should be a criminal offence,"['Conformity: rules', 'Benevolence: dependability', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
233,A09015,We should adopt libertarianism,against,libertarianism doesn't account for obvious public needs that are better served through collective action rather than each individual competing for resources.,libertarianism doesn't account for obvious public needs that are better served through collective action rather than each individual competing for resources. against We should adopt libertarianism,"['Self-direction: thought', 'Stimulation', 'Security: personal', 'Security: societal', 'Conformity: rules', 'Conformity: interpersonal', 'Universalism: concern']",1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
65,A05012,We should subsidize embryonic stem cell research,in favor of,embryonic stem cell research should be subsidized because it only requires a small amount of cells because of the fast replication rate,embryonic stem cell research should be subsidized because it only requires a small amount of cells because of the fast replication rate in favor of We should subsidize embryonic stem cell research,['Universalism: objectivity'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5440,A12176,Intelligence tests bring more harm than good,against,intelligence tests are there to recognize kids who are smarter and to be given proper chance.,intelligence tests are there to recognize kids who are smarter and to be given proper chance. against Intelligence tests bring more harm than good,"['Self-direction: action', 'Achievement', 'Face', 'Universalism: objectivity']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5879,A21147,We should abandon television,in favor of,television should be abandoned because it causes people to be lazy and unproductive in their lives.,television should be abandoned because it causes people to be lazy and unproductive in their lives. in favor of We should abandon television,"['Achievement', 'Security: personal', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
3661,A27465,We should limit judicial activism,against,we have to respect the view of judges so they need to have the freedom to express judicial activism.,we have to respect the view of judges so they need to have the freedom to express judicial activism. against We should limit judicial activism,"['Self-direction: thought', 'Self-direction: action', 'Power: dominance', 'Face', 'Tradition', 'Conformity: rules', 'Conformity: interpersonal']",1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
1760,A21146,We should adopt a multi-party system,in favor of,the interests of a two party system are very limited and we need to expand with more parties to cater to more views,the interests of a two party system are very limited and we need to expand with more parties to cater to more views in favor of We should adopt a multi-party system,"['Power: dominance', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
4747,D27026,Driverless cars should be allowed in India,in favor of,"The majority of driverless cars are going to be Electric Vehicles (EV's) which will help in decreasing the pollution level in the country, which is also one of the major issues the country is facing.","The majority of driverless cars are going to be Electric Vehicles (EV's) which will help in decreasing the pollution level in the country, which is also one of the major issues the country is facing. in favor of Driverless cars should be allowed in India",['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3765,A28133,We should abandon the use of school uniform,in favor of,School uniforms are bad for children's self-image by making it even easier to compare themselves to other students.,School uniforms are bad for children's self-image by making it even easier to compare themselves to other students. in favor of We should abandon the use of school uniform,"['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Face', 'Security: personal', 'Universalism: tolerance']",1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3792,A28175,We should end mandatory retirement,in favor of,we should end mandatory retirement because no one has the right to tell another person when they have to stop working. it is an individual's choice and should be left up to them when they wish to call it quits.,we should end mandatory retirement because no one has the right to tell another person when they have to stop working. it is an individual's choice and should be left up to them when they wish to call it quits. in favor of We should end mandatory retirement,['Self-direction: action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,A22052,We should abolish the right to keep and bear arms,in favor of,"if the right to keep and bear arms was abolished, it would decrease the number of weapons that are available and lessen violent crime.","if the right to keep and bear arms was abolished, it would decrease the number of weapons that are available and lessen violent crime. in favor of We should abolish the right to keep and bear arms",['Security: societal'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,A08019,We should abandon the use of school uniform,in favor of,the school uniform is outdated and takes away individual personalities.,the school uniform is outdated and takes away individual personalities. in favor of We should abandon the use of school uniform,"['Self-direction: thought', 'Self-direction: action', 'Universalism: tolerance']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2407,A23126,We should ban telemarketing,in favor of,telemarketing is harassment. people who did not consent to contact are bombarded by calls from strangers. it's long past time to do away with telemarketing.,telemarketing is harassment. people who did not consent to contact are bombarded by calls from strangers. it's long past time to do away with telemarketing. in favor of We should ban telemarketing,"['Self-direction: action', 'Conformity: rules', 'Conformity: interpersonal', 'Benevolence: caring']",0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
